timestamp,price,bid,ask
1763368933,95617.1674235,0.02,0.03
1763368934,95617.1674235,0.02,0.03
1763368935,95617.1134205,0.02,0.03
1763368936,95611.10178067251,0.01,0.02
1763368937,95611.10178067251,0.01,0.02
1763368938,95607.8110355,0.01,0.02
1763368939,95607.8110355,0.01,0.02
1763368940,95615.838453,0.01,0.02
1763368941,95615.838453,0.01,0.02
1763368942,95615.835659,0.01,0.02
1763368943,95612.5452375,0.0,0.01
1763368944,95612.5452375,,0.01
1763368945,95613.7064855,0.0,0.01
1763368946,95613.7113545,0.0,0.01
1763368947,95613.8363235,0.0,0.01
1763368948,95613.8363235,0.0,0.01
1763368949,95610.941891,0.0,0.01
1763368950,95607.544589,0.0,0.01
1763368951,95607.5056535,0.0,0.01
1763368952,95601.30521671275,0.0,0.01
1763368953,95601.31148971274,0.0,0.01
1763368954,95607.304666,0.0,0.01
1763368955,95607.304666,0.0,0.01
1763368956,95607.3291075,0.0,0.01
1763368957,95607.3045365,0.0,0.01
1763368958,95607.2999185,0.0,0.01
1763368959,95607.2950775,0.0,0.01
1763368960,95607.230686,0.0,0.01
1763368961,95610.733186,0.0,0.01
1763368962,95612.62173668078,0.0,0.01
1763368963,95612.6963882622,0.0,0.01
1763368964,95607.8708385,0.0,0.01
1763368965,95607.8708385,0.0,0.01
1763368966,95607.775814,0.0,0.01
1763368967,95602.0154461925,0.0,0.01
1763368968,95607.695518,0.0,0.01
1763368969,95607.7002835,0.0,0.01
1763368970,95607.7032835,0.0,0.01
1763368971,95607.695262,0.0,0.01
1763368972,95607.8798365,0.0,0.01
1763368973,95607.8321505,0.0,0.01
1763368974,95607.827752,0.0,0.01
1763368975,95607.82708,0.0,0.01
1763368976,95612.55613887095,0.0,0.01
1763368977,95612.67957987095,0.0,0.01
1763368978,95613.20022372872,0.0,0.01
1763368979,95613.26581647107,0.0,0.01
1763368980,95613.26375897108,0.0,0.01
1763368981,95613.05273127876,0.0,0.01
1763368982,95613.06787677876,0.0,0.01
1763368983,95613.61653514711,0.0,0.01
1763368984,95613.79955764403,0.0,0.01
1763368985,95616.7324525,0.0,0.01
1763368986,95617.66986,0.0,0.01
1763368987,95615.53585553094,0.0,0.01
1763368988,95615.61258203094,0.0,0.01
1763368989,95617.5977905,0.0,0.01
1763368990,95617.637596,0.0,0.01
1763368991,95617.67728060075,0.0,0.01
1763368992,95613.90171423565,0.0,0.01
1763368993,95611.895337,0.0,0.01
1763368994,95611.894893,0.0,0.01
1763368995,95601.74101621394,0.0,0.01
1763368996,95600.1343535,0.0,0.01
1763368997,95599.7465525,0.0,0.01
1763368998,95599.662882,0.0,0.01
1763368999,95599.6880965,0.0,0.01
1763369000,95597.93151576447,0.0,0.01
1763369001,95599.582818,0.0,0.01
1763369003,95598.0190955,0.0,0.01
1763369004,95598.1543885,0.0,0.01
1763369005,95598.110594,0.0,0.01
1763369006,95598.098966,0.0,0.01
1763369007,95598.1015315,0.0,0.01
1763369008,95596.11969712828,0.0,0.01
1763369009,95596.33721691494,0.0,0.01
1763369010,95597.781928,0.0,0.01
1763369011,95597.5552885,0.0,0.01
1763369012,95597.160235,0.0,0.01
1763369013,95598.501903,0.0,0.01
1763369014,95599.0360875,0.0,0.01
1763369015,95600.1277555,0.0,0.01
1763369016,95600.2516985,0.0,0.01
1763369017,95600.2516985,0.0,0.01
1763369018,95600.1536305,0.0,0.01
1763369019,95600.1352885,0.0,0.01
1763369020,95599.090383,0.0,0.01
1763369021,95599.188414,0.0,0.01
1763369022,95598.37475,0.0,0.01
1763369023,95598.378414,0.0,0.01
1763369024,95597.51324,0.0,0.01
1763369025,95597.51324,0.0,0.01
1763369026,95597.24113,0.0,0.01
1763369027,95597.2444655,0.0,0.01
1763369028,95597.391359,0.0,0.01
1763369029,95597.389165,0.0,0.01
1763369030,95597.3392115,0.0,0.01
1763369031,95597.301864,0.0,0.01
1763369032,95595.6378285,0.0,0.01
1763369033,95595.6378285,0.0,0.01
1763369034,95595.56263,0.0,0.01
1763369035,95595.56263,0.0,0.01
1763369036,95595.3190475,0.0,0.01
1763369037,95594.5198255,0.0,0.01
1763369038,95594.633709,0.0,0.01
1763369039,95594.6223195,0.0,0.01
1763369040,95594.4247165,0.0,0.01
1763369041,95593.5842165,0.0,0.01
1763369042,95593.5617945,0.0,0.01
1763369043,95592.460886,0.0,0.01
1763369044,95577.714,0.0,0.01
1763369045,95576.7792395,0.0,0.01
1763369046,95575.565179,0.0,0.01
1763369047,95576.1079105,0.0,0.01
1763369048,95575.109034,0.0,0.01
1763369049,95575.110568,0.0,0.01
1763369050,95575.2311275,0.0,0.01
1763369051,95575.237032,0.0,0.01
1763369052,95575.243784,0.0,0.01
1763369053,95579.828163,0.0,0.01
1763369054,95580.8674215,0.0,0.01
1763369055,95580.7710625,0.0,0.01
1763369056,95580.7951235,0.0,0.01
1763369057,95580.8109915,0.0,0.01
1763369058,95580.8078475,0.0,0.01
1763369059,95580.8078475,0.0,0.01
1763369060,95580.775732,0.0,0.01
1763369061,95580.732757,0.0,0.01
1763369062,95580.74857,0.0,0.01
1763369063,95580.413149,0.0,0.01
1763369064,95580.3262,0.0,0.01
1763369065,95580.256049,0.0,0.01
1763369066,95580.0641725,0.0,0.01
1763369067,95579.664926,0.0,0.01
1763369068,95573.4356875,0.0,0.01
1763369069,95573.407812,0.0,0.01
1763369070,95573.405498,0.0,0.01
1763369071,95573.3968845,0.0,0.01
1763369072,95571.822892,0.0,0.01
1763369073,95571.8227325,0.0,0.01
1763369074,95571.2409735,0.0,0.01
1763369075,95571.6760755,0.0,0.01
1763369076,95571.643293,0.0,0.01
1763369077,95570.987241,0.0,0.01
1763369078,95570.9540145,0.0,0.01
1763369079,95569.289662,0.0,0.01
1763369080,95567.6179165,0.0,0.01
1763369081,95567.0718405,0.0,0.01
1763369082,95566.3166315,0.0,0.01
1763369083,95566.3166315,0.0,0.01
1763369084,95563.7044485,0.0,0.01
1763369085,95562.2044485,0.0,0.01
1763369086,95560.825815,0.0,0.01
1763369087,95560.685506,0.0,0.01
1763369088,95560.685506,0.0,0.01
1763369089,95562.7082245,0.0,0.01
1763369090,95562.57306,0.0,0.01
1763369091,95559.4166685,0.0,0.01
1763369092,95558.588042,0.0,0.01
1763369093,95558.588042,0.0,0.01
1763369094,95554.9108505,0.0,0.01
1763369095,95551.0557605,0.0,0.01
1763369096,95550.92486,0.0,0.01
1763369097,95550.920721,0.0,0.01
1763369098,95550.9234115,0.0,0.01
1763369099,95551.2374565,0.5,0.52
1763369100,95551.2374565,0.5,0.52
1763369101,95550.9743115,0.5,0.52
1763369102,95548.960593,0.51,0.52
1763369103,95548.960593,0.51,0.52
1763369104,95549.36518467608,0.49,0.5
1763369105,95548.6419755,0.43,0.44
1763369107,95516.45582,0.43,0.45
1763369108,95516.4206255,0.42,0.47
1763369109,95525.0733305,0.43,0.46
1763369110,95528.5608006182,0.45,0.47
1763369111,95528.530615,0.44,0.47
1763369112,95528.8114105,0.44,0.47
1763369113,95528.6641891818,0.44,0.47
1763369114,95528.6641891818,0.45,0.47
1763369115,95530.191222,0.43,0.46
1763369116,95530.210333,0.43,0.46
1763369117,95530.155822,0.43,0.46
1763369118,95530.1566945,0.43,0.45
1763369119,95530.138655,0.43,0.46
1763369120,95530.1528935,0.44,0.46
1763369121,95530.1528935,0.43,0.45
1763369122,95530.08572614333,0.43,0.45
1763369123,95530.07661464333,0.43,0.46
1763369124,95530.02561,0.44,0.46
1763369125,95530.0109315,0.45,0.46
1763369126,95530.0109315,0.45,0.46
1763369127,95530.032813,0.47,0.49
1763369128,95530.0596505,0.48,0.49
1763369129,95539.34037297661,0.49,0.51
1763369130,95542.27905366733,0.49,0.51
1763369131,95546.58747666294,0.49,0.51
1763369132,95546.55100816295,0.49,0.51
1763369133,95546.38425927884,0.49,0.51
1763369134,95546.4993515,0.49,0.51
1763369135,95546.19337028597,0.48,0.49
1763369136,95546.19445978597,0.48,0.49
1763369137,95545.92338948717,0.48,0.49
1763369138,95545.92284048717,0.48,0.49
1763369139,95545.63625490008,0.48,0.49
1763369140,95545.14733898532,0.47,0.49
1763369141,95545.19058557262,0.47,0.51
1763369142,95545.46062869,0.47,0.51
1763369143,95545.46062869,0.48,0.51
1763369144,95545.89001627965,0.47,0.51
1763369145,95546.51468930289,0.47,0.51
1763369146,95546.11456499345,0.47,0.51
1763369147,95546.11501599345,0.47,0.51
1763369148,95547.6104069099,0.47,0.51
1763369149,95547.95211734386,0.47,0.51
1763369150,95547.95211734386,0.48,0.51
1763369151,95547.6960301056,0.47,0.5
1763369152,95547.626393,0.47,0.48
1763369153,95547.0884945,0.47,0.48
1763369154,95547.0884945,0.47,0.48
1763369155,95550.0199634727,0.5,0.52
1763369156,95550.30715469416,0.5,0.52
1763369157,95553.55323017474,0.51,0.52
1763369158,95553.48938436112,0.51,0.52
1763369159,95553.49426936112,0.51,0.52
